iteration,a,found_x,certifies_recourse,exec_time
0,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 85.0, 47.0, 23.0, 1.0], 'l': [3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.0], 'fixed_score_ub': [12.0], 'fixed_score_lb': [11.0]}",True,False,90.93611
1,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 7.0, 47.0, 23.0, 1.0], 'l': [3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'fixed_score_ub': [13.0], 'fixed_score_lb': [11.0]}",True,False,0.529325
2,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 54.0, 3.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [14.0], 'fixed_score_lb': [11.0]}",True,False,0.42952099999999405
3,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 3.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [15.0], 'fixed_score_lb': [11.0]}",True,False,0.45091200000001663
4,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 53.0, 4.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 4.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [15.0], 'fixed_score_lb': [11.0]}",True,False,0.6149289999999894
5,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 9.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 5.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [14.0], 'fixed_score_lb': [11.0]}",True,False,0.5362220000000093
6,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 50.0, 5.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 5.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [15.0], 'fixed_score_lb': [11.0]}",True,False,0.6322120000000098
7,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 15.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 10.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [13.0], 'fixed_score_lb': [11.0]}",True,False,0.5252900000000125
8,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 49.0, 69.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 23.0, -0.0], 'fixed_score_ub': [25.0], 'fixed_score_lb': [11.0]}",True,False,2.618399000000011
9,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 53.0, 16.0, 47.0, 22.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 16.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [13.0], 'fixed_score_lb': [11.0]}",True,False,0.5274080000000083
10,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 43.0, -0.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [16.0], 'fixed_score_lb': [11.0]}",True,False,1.2291329999999903
11,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 3.0, 47.0, 22.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 1.0, 10.0, -0.0, -0.0], 'fixed_score_ub': [16.0], 'fixed_score_lb': [11.0]}",True,False,0.5187849999999798
12,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 5.0, 47.0, 22.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 4.0, 12.0, -0.0, -0.0], 'fixed_score_ub': [16.0], 'fixed_score_lb': [11.0]}",True,False,0.613299000000012
13,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 54.0, -0.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 12.0, -0.0, -0.0], 'fixed_score_ub': [17.0], 'fixed_score_lb': [11.0]}",True,False,0.6541420000000073
14,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 54.0, 6.0, 47.0, 22.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 6.0, 13.0, -0.0, -0.0], 'fixed_score_ub': [15.0], 'fixed_score_lb': [11.0]}",True,False,0.5933119999999974
15,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 26.0, 47.0, 22.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47.0, -0.0, -0.0], 'fixed_score_ub': [18.0], 'fixed_score_lb': [11.0]}",True,False,0.7328530000000057
16,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 53.0, 1.0, 46.0, 22.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 1.0, 13.0, -0.0, -0.0], 'fixed_score_ub': [17.0], 'fixed_score_lb': [11.0]}",True,False,0.682579000000004
17,"{'u': [9.0, 50.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 51.0, 2.0, 46.0, 22.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 2.0, 13.0, -0.0, -0.0], 'fixed_score_ub': [17.0], 'fixed_score_lb': [11.0]}",True,False,0.6611279999999908
18,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 85.0, 47.0, 22.0, 1.0], 'l': [3.0, 3.0, 1.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 21.0, -0.0], 'fixed_score_ub': [19.0], 'fixed_score_lb': [11.0]}",True,False,3.125810999999999
19,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 49.0, 84.0, 47.0, 22.0, 1.0], 'l': [3.0, 1.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 21.0, -0.0], 'fixed_score_ub': [20.0], 'fixed_score_lb': [11.0]}",True,False,2.3208049999999787
20,"{'u': [9.0, 50.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 81.0, 46.0, 20.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [18.0], 'fixed_score_lb': [11.0]}",True,False,0.8787719999999979
21,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 49.0, 62.0, 43.0, 23.0, 1.0], 'l': [3.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 23.0, -0.0], 'fixed_score_ub': [26.0], 'fixed_score_lb': [11.0]}",True,False,2.407036000000005
22,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 0.0, 47.0, 20.0, 1.0], 'l': [3.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 29.0, -0.0, -0.0], 'fixed_score_ub': [19.0], 'fixed_score_lb': [11.0]}",True,False,1.0176150000000064
23,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 83.0, 47.0, 22.0, 1.0], 'l': [3.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 7.0, 0.0, 22.0, -0.0], 'fixed_score_ub': [21.0], 'fixed_score_lb': [11.0]}",True,False,4.945962000000009
24,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 50.0, 57.0, 47.0, 23.0, 1.0], 'l': [3.0, -0.0, 1.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 23.0, -0.0], 'fixed_score_ub': [27.0], 'fixed_score_lb': [11.0]}",True,False,2.0636550000000113
25,"{'u': [9.0, 50.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 54.0, 85.0, 47.0, 20.0, 1.0], 'l': [3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 'fixed_score_ub': [19.0], 'fixed_score_lb': [11.0]}",True,False,2.6422409999999843
26,"{'u': [9.0, 44.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 54.0, 79.0, 47.0, 22.0, 1.0], 'l': [4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 22.0, 0.0], 'fixed_score_ub': [23.0], 'fixed_score_lb': [11.0]}",True,False,3.0457949999999983
27,"{'u': [9.0, 50.0, 19.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 83.0, 47.0, 20.0, 1.0], 'l': [3.0, -0.0, 1.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 1.0, 7.0, 20.0, -0.0], 'fixed_score_ub': [19.0], 'fixed_score_lb': [11.0]}",True,False,0.9127249999999947
28,"{'u': [9.0, 50.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 55.0, 0.0, 47.0, 22.0, 1.0], 'l': [3.0, 2.0, 1.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], 'fixed_score_ub': [24.0], 'fixed_score_lb': [11.0]}",True,False,3.5500760000000184
