region_idx,a,found_x,certifies_recourse,certifies_robustness,exec_time
0,,,True,False,0.6967939999999999
1,,,True,False,0.07243599999999994
2,,,False,True,0.06865699999999997
3,,,True,False,0.06485500000000011
4,,,True,False,0.06644999999999968
5,,,True,False,0.06669300000000034
6,,,True,False,0.06456399999999984
7,,,True,False,0.06573099999999998
8,,,True,False,0.06497199999999959
9,,,True,False,0.06655900000000026
10,,,False,True,0.06100800000000017
11,,,True,False,0.06413199999999986
12,,,True,False,0.06404999999999994
13,,,True,False,0.06419400000000008
14,,,True,False,0.06395700000000026
15,,,True,False,0.022189000000000014
16,,,True,False,0.006097999999999715
17,,,True,False,0.006088999999999789
18,,,True,False,0.0061669999999995895
19,,,True,False,0.006073999999999913
20,,,True,False,0.006147000000000347
21,,,True,False,0.0060349999999997905
22,,,True,False,0.006032999999999955
23,,,True,False,0.006004999999999594
24,,,False,False,0.005851999999999968
25,,,True,False,0.006572000000000244
26,,,True,False,0.006199000000000066
27,,,True,False,0.006076999999999888
28,,,True,False,0.006076999999999888
29,,,True,False,0.0060709999999999376
30,,,True,False,0.006071999999999633
31,,,True,False,0.006073999999999913
32,,,True,False,0.00602899999999984
33,,,True,False,0.006000999999999923
34,,,True,False,0.006053000000000086
35,,,True,False,0.005987000000000187
36,,,True,False,0.0060629999999997075
37,,,True,False,0.006053000000000086
38,,,True,False,0.006044999999999856
39,,,True,False,0.006012000000000128
40,,,True,False,0.006051999999999946
41,,,True,False,0.006483000000000239
42,,,True,False,0.006343999999999905
43,,,True,False,0.006140999999999952
44,,,True,False,0.00611000000000006
45,,,True,False,0.00603100000000012
46,,,True,False,0.006703000000000348
47,,,True,False,0.006045999999999996
48,,,True,False,0.00604400000000016
49,,,True,False,0.006121999999999961
50,,,False,False,0.005875000000000075
51,,,False,True,0.005673999999999957
52,,,True,False,0.006059000000000037
53,,,True,False,0.006047000000000136
54,,,False,False,0.006112000000000339
55,,,True,False,0.006083999999999978
56,,,True,False,0.006050000000000111
57,,,True,False,0.006012000000000128
58,,,True,False,0.006012999999999824
59,,,True,False,0.006010999999999989
60,,,True,False,0.005990000000000162
61,,,True,False,0.00602999999999998
62,,,True,False,0.006106000000000389
63,,,True,False,0.0060279999999997
64,,,True,False,0.006015999999999799
65,,,True,False,0.006075999999999748
66,,,True,False,0.006032999999999955
67,,,True,False,0.0060450000000003
68,,,True,False,0.006003999999999898
69,,,False,True,0.005672000000000121
70,,,True,False,0.006336000000000119
71,,,True,False,0.0061229999999996565
72,,,True,False,0.006044999999999856
73,,,True,False,0.006057000000000201
74,,,True,False,0.006088999999999789
75,,,True,False,0.006061000000000316
76,,,True,False,0.0060869999999999536
77,,,True,False,0.0060389999999999056
78,,,False,False,0.005926000000000098
79,,,True,False,0.006034000000000095
80,,,True,False,0.006031999999999815
81,,,True,False,0.006069000000000102
82,,,True,False,0.006034000000000095
83,,,True,False,0.0059829999999996275
84,,,True,False,0.005993000000000137
85,,,True,False,0.006006000000000178
86,,,True,False,0.00657299999999994
87,,,True,False,0.006341000000000374
88,,,True,False,0.006075999999999748
89,,,True,False,0.00603700000000007
90,,,True,False,0.006012000000000128
91,,,True,False,0.0060389999999999056
92,,,True,False,0.006053000000000086
93,,,True,False,0.006075999999999748
94,,,True,False,0.005990000000000162
95,,,False,False,0.005940000000000278
96,,,True,False,0.005983999999999767
97,,,True,False,0.006048999999999971
98,,,True,False,0.006051999999999946
99,,,True,False,0.006024000000000029
100,,,True,False,0.006000000000000227
101,,,True,False,0.005991999999999997
102,,,True,False,0.006359999999999921
103,,,True,False,0.006175999999999959
104,,,True,False,0.006063000000000152
105,,,True,False,0.006031999999999815
106,,,True,False,0.006013999999999964
107,,,True,False,0.005983000000000072
108,,,True,False,0.0060189999999997745
109,,,True,False,0.005991999999999997
110,,,True,False,0.006019000000000219
111,,,False,False,0.005908999999999942
112,,,True,False,0.006024000000000029
113,,,True,False,0.006082000000000143
114,,,False,False,0.005848999999999993
115,,,False,False,0.005839000000000372
116,,,False,True,0.005659000000000081
117,,,True,False,0.006051999999999946
118,,,False,True,0.00595699999999999
119,,,True,False,0.006126000000000076
120,,,True,False,0.006043000000000021
121,,,True,False,0.00602899999999984
122,,,True,False,0.006000999999999923
123,,,True,False,0.006033999999999651
124,,,True,False,0.006041999999999881
125,,,True,False,0.006010000000000293
126,,,True,False,0.0060869999999999536
127,,,True,False,0.006017000000000383
128,,,False,True,0.005678000000000072
129,,,True,False,0.006143999999999927
130,,,True,False,0.006010999999999989
131,,,True,False,0.006002000000000063
132,,,True,False,0.005993999999999833
133,,,True,False,0.0060069999999998736
134,,,True,False,0.006331000000000309
135,,,True,False,0.006116999999999706
136,,,True,False,0.006037999999999766
137,,,True,False,0.006018000000000079
138,,,True,False,0.006053000000000086
139,,,True,False,0.0060279999999997
140,,,True,False,0.006063000000000152
141,,,True,False,0.006069000000000102
142,,,True,False,0.006080000000000307
143,,,True,False,0.005996000000000112
144,,,True,False,0.005977999999999817
